Title,Start Date,Votes,Body Text,Num Coauthors,Days from start to scrape,Days from start to end,Lifetime,Start Month Name,Title Length,Body Text Length,Title Uppercase Count,Body Text Uppercase Count,Title Lowercase Count,Body Text Lowercase Count,Body Text LIX Score,Distance to parliament km,Title All Upper,Title has Stop,Body Text Sentiment,topic,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
Lov om Statsministerens ugentlige pressemøde.,2022-01-19,27,"Stiller, medstillere og medunderskrivere ønsker med fremsættelsen dette Borgerforslag, ved lov at pålægge den til enhver tid siddende Statsminister, at afholde et ugentligt pressemøde.  Motivation for fremsættelsen skal ses i ønsket om at  	 Styrke tilliden til de danske Politikerne 	 Styrke åbenheden i dansk politik 	 Styrke den journalistiske bearbejdning af dansk politik 	 Styrke befolkningens interesse for politikere Motivation for fremsættelsen skal ses i ønsket om at  	 Styrke tilliden til de danske Politikerne 	 Styrke åbenheden i dansk politik 	 Styrke den journalistiske bearbejdning af dansk politik 	 Styrke befolkningens interesse for politikere",3,942,180,180,January,45,663,2,15,38,538,83.77272727272728,291.0795593264778,False,False,positive,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Men hvorfor skal statskassen vokse, mens danskerne har svært ved at betale deres regninger",2022-01-19,157,"Hold op før du læser videre, så tag et kig på din nuværende energiregning...  Ved du at kun 11 procent af elprisen er direkte påvirket af udbud og efterspørgsel. Den resterende del af beløbet er afgifter, moms og betaling til vedligehold og distribution Kilde Elpris.dk  Utroligt, ikke På et tidspunkt, hvor vi bliver bedt om at arbejde mere hjemmefra for at hjælpe med at stoppe pandemien, er regeringen ikke villig til drastisk at sænke skatterne på energi. Arbejde hjemmefra betyder, at vi vil forbruge mere elektricitet. vand og varme i husstanden.  Desuden kan der ikke være nogen begrundelse for at 89  skatter og afgifter fra energi fra vedvarende kilder. Der kan ikke være nogen begrundelse for 89  afgifter på energiforbrug. Vi ved, at der er en energikrise lige nu, og den påvirker alle. Regeringen kan lindre noget af vores smerte ved at reducere den enorme del af energiregningen, der består af skatter.",3,942,180,180,January,90,915,1,12,75,720,44.80526315789473,10.014071106496246,False,False,negative,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Trygt børneliv  giv vores børn bedre muligheder for beskyttelse mod personer, der er dømte for krænkelser eller sexuelle misbrug mod børn",2022-01-19,4669,"I dag er der utallige eksempler på, at personer der er dømt for seksuelle forbrydelser og krænkende adfærd mod børn, har mulighed for at opsøge børn ved skoler og institutioner, forfølge dem ved deres bopæl eller skaber kontakt til dem online, uden at børnene har en mulighed for passende beskyttelse. Det skaber angst og utryghed for børnene og deres familier, og i mange tilfælde for hele nærsamfundet.   Vi mener, at politiet bør have større mulighed for at gribe ind. For at værne om børnene.  Derfor foreslår vi, at  1. Det gøres som udgangspunkt strafbart for en, der er dømt for seksuelt misbrug eller krænkende adfærd over for børn at opsøge børn.   At opsøge et barn skal forstås som en hensigt om at finde frem til et bestemt barn, en bestemt gruppe børn eller på anden måde bevidst forsøge at skabe kontakt til børn, med en hensigt om at skabe en relation, som ikke kan betragtes som almindelig henvendelse.   I særlige tilfælde, f.eks. ved familiære forbindelser, kan barnets forældre give tilladelse til herom.  2. Ved stalking eller stalkinglignende adfærd mod børn, anses tidligere dom for seksuel eller krænkende forbrydelse mod børn som skærpende omstændighed.  3. Den der dømmes for krænkelser eller sexuelt misbrug mod et barn, får automatisk tilhold overfor den forurettede.  4. Der indsættes målrettet kompetenceudvikling i politikredsene, som klæder politiet på til at kunne beskytte børn mod tidligere dømte pædofile. Børnelokkere har tilsyneladende fået bedre vilkår. I takt med at flere børn har daglig adgang til sociale platforme, bliver det nemmere at skabe kontakt til dem. Det bliver udnyttet blandt dem, der skaber kontakt med henblik på sexuel krænkelse, vold og misbrug.   Vi stiller forslaget på baggrund af de mange sager, hvor vi bliver vidne til at børn har få muligheder for beskyttelse mod personer, der  både online og offline  opsøger dem, stalker dem, eller opholder sig ved deres skoler, institutioner eller hjem.  Vi oplever, at myndighederne først har mulighed for at gribe ind, når en alvorlig forbrydelse allerede er sket. For os er det alvorligt nok, at personer der tidligere er dømt for sexuelle overgreb og krænkelser mod børn, får lov til at holde nærsamfundet i et jerngreb af frygt og angst med deres adfærd. Både forældre, skole og institutioner løber gang på gang panden mod muren, når de beder myndighederne om hjælp til både at afværge igangværende pågående forsøg på at skabe kontakt til mulige nye ofre, såvel som til præventive foranstaltninger.  Man har allerede valgt at begrænse den dømtes muligheder ved at kræve børneattest ved ansættelse, hvor der er børn involveret. Men i deres fritid har de rig mulighed for at opsøge børn, de ellers ikke har en rimelig grund til at opsøge, netop for at opbygge et tillidsforhold. Eftersom disse mennesker tidligere har vist at de er villige og tilbøjelige til at krænke eller misbruge børn, er det ikke urimeligt at antage, at deres hensigt må være af stærkt tvivlsom karakter. Den mindste tvivl herom, mener vi, må komme børnene til gode.   Derfor bør politiet have en hjemmel i lovgivningen til at gribe ind, før den dømte kan skabe og opbygge et tillidsforhold  og allerede når vedkommende er begyndt at skabe angst og frygt blandt børn, forældre og nærsamfundet.",3,942,180,180,January,137,3271,1,23,114,2623,47.723113964687,149.48420381497152,False,False,negative,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kontante beløb,2022-01-19,128,"Grænsen for hvor meget du kan hæve og indsætte kontant fjernes og grænsen for hvor meget du må betale kontant fjernes. I Danmark har vi efterhånden fået et anstrengt og mistænkeligt forhold til kontante penge  Alt skal efterhånden være elektronisk, hvormed man er eksponeret i en grad der ikke er set tidligere  alt hvad vi gør bliver registreret og en stor grad af vores personlige frihed er fjernet. Hvidvaskningsloven er vedtaget på baggrund af Bankernes  i særdeleshed Danske Bank jævnlige brug af sorte penge og på den baggrund skal ALLE dansker mistænkeliggøres, hvis de hæver eller betaler med kontanter. Det er ikke rimeligt og jeg ønsker tilliden til borgerne tilbage.",3,942,180,180,January,14,677,1,13,12,546,60.22727272727273,32.46398087609187,False,False,positive,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giv alle ret til et liv uden basale afsavn,2022-01-18,176,"Det foreslås, at der indføres en lovsikret ret til et liv uden basale afsavn.  Hvis ikke man har råd til basale fornødenheder som husleje, mad, medicin, vintertøj, et aktivt fritidsliv og andet, der er nødvendigt for at kunne leve et anstændigt liv, skal man kunne få dækket udgiften til dem af det offentlige.  Det foreslås, at der nedsættes en ekspertgruppe med repræsentanter fra de organisationer, der til dagligt beskæftiger sig med udsatte mennesker, til at udvikle den konkrete model for udmøntningen af rettigheden. Som borger i Danmark har man en lang række rettigheder. Desværre mangler vi den mest grundlæggende rettighed, man overhovedet kan forestille sig retten til at få dækket helt basale behov.  Ifølge VIVEs undersøgelse af fattigdom og afsavn fra 2016 lider tusindvis af danskere ét eller flere helt basale afsavn af økonomiske grunde. Der er tale om mennesker, som ikke råd til medicin. Som ikke har råd til husleje, vintertøj, tre måltider om dagen, tandlægebesøg eller til at have et aktivt fritidsliv.  Dette inkluderer også børn. Vi har i Danmark simpelthen børn, der ikke får den mad, de skal. Som møder i skole uden jakke midt om vinteren. Og som ikke kan tage til børnefødselsdag, fordi de ikke har råd til en gave.   Den lidelse, skam og forringelse af livskvalitet, der følger med disse basale afsavn hos både børn og voksne, kan på ingen måde forsvares. Vi bor i et af verdens rigeste lande og har råd til at sikre alle basale fornødenheder, hvis bare vi i højere grad deles om samfundets velstand. Derfor bør der indføres en lovsikret ret til et liv uden basale afsavn.  Rettigheden skal betyde, at man  hvis man mangler en eller flere basale fornødenheder  kan få dækket udgifterne til dem af det offentlige.  For at udvikle den konkrete model for udmøntningen af rettigheden foreslås det, at der nedsættes en ekspertgruppe med repræsentanter fra de organisationer, der til daglig er tæt på udsatte mennesker og varetager deres interesser.",3,943,180,180,January,42,1971,1,23,33,1569,44.98474945533769,10.014071106496246,False,False,negative,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalk og D3  vitamin skal været registreret i Lægemiddelstyrelsen med fuld videnskabelig dokumentation. Kosttilskud er fejlbehandling.,2022-01-18,178,"Kalk og D vitamin skal været registreret i Lægemiddelstyrelsen med fuld videnskabelig dokumentation. Knogleslørhed. Kan ikke forebygges med udokumenterede kosttilskud. Den danske befolkning og det Offentlige føres bag lyset med total værdiløs kalktilskud, bestående af kridt Calcium carbonat. Danske firmaer markedsfører udokumenterede kalkprodukter og spiller hasard med befolkningens helbred og det offentlige påføres store unødvendige udgifter til behandling af Osteoporose.  Til forebyggelse af knogleskørhed må kravet være at dette skal underlægges myndighederne Sundhedsstyrelsen lægemiddelstyrelsen og videnskabelig dokumentation af et kalk produkt der skal være effektivt og uden bivirkninger.  Knogleskørheds patienter i 1998 på 300.000 personer er nu i 2022 steget til 7 800.000.personer. Den totale fejlbehandling forårsaget af kosttilskud der er udokumenteret og nu er anvendt over 25 år. uden virkning.  Vi har gennem kosten behov for 800 mg kalk for at erstatte det daglige tab af knoglemassen på 300 mg. Skal kosten erstattes må kravet være et videnskabelig dokumenteret kalkprodukt der optages på knoglerne til vi passere 30 års alderen  hvor optagelse af kalk stopper og knogletabet resten af livet fortsætter med daglig tab på 300 mg. Hvis der ikke gribes ind nu må man forvente mellem 900 til 1000 årlige sengepladser til knogleskørhed ramte patienter. Tusindvis af danskere, der lider af knogleskørhed informeres ikke og vildledes. De fleste producenter kan ikke dokumentere effekten af deres produkter, og de fortæller ikke om bivirkningerne.  Dansk forsker fortier også kalktabletters bivirkninger. Taberne er hundredetusinder af danskere.  Baggrund og facts   800.000 danskere lider af knogleskørhed.. Hver 3. kvinde og hver   8. mand rammes.   Det er den sygdom, der over flest år forringer livskvaliteten mest for  flest mennesker.   Den forårsager årligt brækkede knogler hos ca. 50.000 danskere,   der tilbringer ca. 450.000 dage i en sygehusseng om året.   12.000 danskere er til stadighed indlagt som følge af svækkelse og   brud efter knogleskørhed..   Der er sket en fordobling af antallet af osteoporosetilfælde inden for   de sidste 2030 år.   Det er allerede i dag den dyreste af alle kendte sygdomme.  Sygdommens årsag  Knogleskørhed skyldes, at der allerede fra vi er 2530 år begynder at ske et nedbrud af kalk i vores skelet. Hos kvinder forværres dette naturlige kalknedbrud i forbindelse med overgangsalderen, hvor deres produktion af østrogen reduceres for til sidst helt at stoppe.  I de første 5 år efter overgangsalderen mister kvinder årligt op til 6 pct. af knoglemasse.  Men hvorfor er der så sket en fordobling af osteoporosetilfælde i løbet af de sidste 2030 år.  Det er der kun et svar på  Vi har på to områder ændret livsstil.  Vi spiser helt anderledes end vi gjorde for 23 generationer siden. Dengang fik vi masser af kalk ind via fødevarerne, således at vi opbyggede og vedligeholdt kalk mængden i skelettet.  Det gør vi ikke i dag.  Dertil kommer, at vi udfolder os fysisk væsentligt mindre i dag, hvor masser af børn og unge bruger 34 timer om dagen på computerspil og tv. og vi glemmer at motion der med til at opbygge knoglemassen..  Fremtidsprognoserne er dystre.   Vi bliver flere og flere ældre, der lever længere og længere.  Kvinder lever længere  men er det umagen værd, vil en stor gruppe  af fremtidens kvinder hvoraf mange forventes at blive op mod 100 år  være invaliderede i op mod en fjerdedel af deres liv på grund af   knogleskørhed.  Markedet for Kalktabletter  Der er en lang række firmaer, der sælger udokumenterede kalkprodukter som kosttilskud på det danske marked.  Langt hovedparten af alle kalktabletter er baseret på Calciumcarbonat kridt. Der findes ikke et eneste tilfælde, hvor nogen af disse virksomheder i annoncer eller i egenproducerede redaktionelle artikler har dokumenteret effekten af deres produkter eller omtalt bivirkningerne.  Der findes til gengæld utallige eksempler på udokumenterede positive postulater. Der findes kun ganske få internationale undersøgelser af i hvilket omfang Calciumcarbonat dvs, kridt, optages i kroppen. En svensk undersøgelse af Ekman et al fra 1991, Undersøgelsen er dog mangelfuld, da den kun omfatter 14 personer, og den skelner, som de fleste andre undersøgelser, ikke mellem om optageligheden skyldes tilskud af kalk eller Dvitamin. Den videnskabelige dokumentation er således ikke tilstede.  Randersprojektet 1994  1996 Lægemidlet Calcichew Calcium carbonat  uvirksomt, samt store bivirkninger. Der er ingen videnskabelig dokumentation bag lægemidlet. 2004 Osteoporosekonferencen i Boston, USA, offentliggør den australske undersøgelse, der bekræfter, at calcium carbonat kridt  indtagelse med en dosis på 1200 mg daglig i 5 år ikke hindrer rygsammenfald. Ingen af de danske såkaldte eksperter med tilknytning til bl.a. Osteoporoseforeningen der har deltaget, fremkommer ikke med oplysninger om undersøgelsen.Med. arkt. 2005 BMJ 30. april 2005 British Medical Journal offentliggør undersøgelse af det danske lægemiddel Calcichew. Denne bekræfter, at calcium carbonat ikke har nogen forebyggende elle helbredende virkning på Osteoporose. Lancet Maj 2005 Undersøgelse med deltagelse af 15024 patienter med efterfølgende brud har bevist, at calcium carbonat kridt og vitamin D3 ingen effekt har. Forbrugerrådet, Dansk Fødevareforskning, Lægemiddelstyrelsen er ikke i stand til at bevise eller dokumentere at calciumcarbonat kridt har nogen ernæringsmæssig, forebyggende eller behandlende effekt mod sygdommen osteoporose.  På trods heraf fastholdes, at calciumcarbonat kridtstyrker knoglerne.  En skandale i danmark er under opsejling  på mange måder forsøges fra firmaer og myndighder at stoppe sagen idet de økonomiske interesser åbenbart er mere vigtig en befolkningen. Konklusion  På baggrund af ovenstående må det være indlysende, at kalkpræparater, der har en gunstig effekt i relation til Osteoporose bør være underlagt lægemiddelstyrelsen og dermed være underlagt den dokumentation, som kræves her og som mennesker, der lider af Osteoporose må have krav på.. Forbrugerrådet, Dansk Fødevareforskning, Lægemiddelstyrelsen er ikke i stand til at bevise eller dokumentere at calciumcarbonat kridt har nogen ernæringsmæssig, forebyggende eller behandlende effekt mod sygdommen osteoporose.  På trods heraf fastholdes, at calciumcarbonat kridtstyrker knoglerne.  En skandale i danmark er under opsejling  på mange måder forsøges fra firmaer og myndighder at stoppe sagen idet de økonomiske interesser åbenbart er mere vigtig en befolkningen.  Et godt eksempel I 1996 led omkring 220.000 personer i Danmark af struma, hvoraf et større antal skyldtes Jod mangel. I 2000 blev det ved lov obligatorisk at tilsætte jod til salt for at forebygge struma, og antallet af strumatilfælde faldt derefter dramatisk.  Center for Forebyggelse af Struma og Stofskiftesygdommes undersøgelse af effekten jod berigelse viser et dramatisk fald i forekomsten af struma i forhold til år 2000 blandt 4045 årige kvinder er faldet fra 30 til 18  i 2008, en reduktion på 40.   Hvorfor ikke følge dette eksempel Ved lov at kræve alle kalktabletter skal indeholde Calcium citrat malat  eneste videnskablig dokumenterede studier med et højt indhold af rent elementært Calcium der kan optages og vedligeholde knoglerne og tåles af alle.  Derved kan vi i fremtiden medvirke til løsning af knogleskørhed i Danmark.",5,943,180,180,January,133,7409,4,112,110,5852,47.93692660550459,338.02635772550826,False,False,negative,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ønskenummerplade på gulpladebil.,2022-01-18,35,"Der ønskes mulighed for at kunne købe ønskenummerplader til gulpladebiler samt papegøjeplader. Det er i dag kun muligt at købe ønskenummerplader til hvideplade biler. Vi ønsker derfor at virksomheder kan reklamere på lige fod, uanset nummerpladetype. Ikke alle virksomheder har mulighed for at køre på hvide plader, vi ønsker derfor en bedre ensretning på dette område.",3,943,180,180,January,32,369,1,4,28,304,39.0,270.81300178084985,False,False,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89 folketingsmedlemmer,2022-01-12,146,"Forslaget er at nedsætte antallet af folketingsmedlemmer. Dette er umiddelbart en ændring i lovgivningen, men såvidt jeg kan se er det noget der er skiftet regelmæssigt i takt med at vi er blevet flere borgere i danmark Jeg har i en længere periode overvejet, hvorledes man ville kunne finde penge til den danske befolkning og sørge for at alle får noget ud af den skat der betales.  Efter de mange skandaler og den stigende mistillid til folketingsmedlemmernes kompetencer til at styre landet, kommer jeg nu med dette forslag om at nedsætte antallet af folketingsmedlemmer til 89.  Dette foreslår jeg da vi alle sammen stilles til ansvar på vores arbejde, og såfremt vi ikke er i stand til at udføre vores job ordentlig, risikerer vi at blive fyret, men hvem stiller sig kritisk overfor det job politikerne leverer. Det er os som borgere der skal sørge for det.  Årsagen til at det skal nedsættes til 89 er at det stadig skal være et ulige antal, så der ikke kan opstå stemmelighed. Jeg mener endvidere stadig at alle partier har mulighed for at være en del af folketinget selvom der fjernes 90 folketingmedlemer og den demokratiske debat vil derfor stadig i høj grad være til stede.  ifølge folketinget.dk får hvert folketingsmedlem 58672,42 kr hvis man ganger det med de 90 folketingsmedlemmer jeg ønsker at nedsætte folketinget med vil vi hvert år spare ca. 63.366.210 kr. i løn.  herudover er der andre udgifter se ft.dk som vi også ville kunne spare til 90 folketingsmedlemmer.  årsagen til at mit forslag om at nedsætte folketinget med 90 folketingmedlemmer skyldes at pengene som går til disse personer ville kunne bruges fornuftigt andre steder i landet f.eks. sundhedsvæsnet, fri tandpleje, nedsættelse af skatten, øgning af foreningslivet, eller en masse andre muligheder.  Jeg håber derfor du vil støtte op om mit forslag da borgernes penge burde gå til borger",3,949,180,180,January,22,1872,0,9,19,1489,40.80572008800135,319.2622816892641,False,False,neutral,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Systematisk opsporing af børn af forældre med alvorlig psykisk sygdom og implementering af en helhedsorienteret, koordineret indsats",2022-01-12,112,"En ændring i lovgivningen skal sikre en systematisering af indsatsen og en bedre vidensdeling på tværs af professioner, så børn af forældre med alvorlig psykisk sygdom kan tilbydes et stabilt tilbud i hele landet. Der skal være en opmærksomhed på børnene, når en forælder diagnosticeres med alvorlig psykisk sygdom. Børnene skal, ud fra en konkret vurdering af barnets modenhed og alder, informeres om, og hjælpes til at forstå, hvad forælderen  familien  gennemgår på baggrund af den psykiske sygdom.  Voksenpsykiatrien skal gennem ny lovgivning have pligt til at informere barnets hjemkommune om at dennes forælder er diagnosticeret med alvorlig psykisk sygdom. Dette for at sikre den kommunale myndigheds mulighed for at afdække barnets behov og sætte tidligere ind med støtte. På den måde kan fagpersoner og familie i samarbejde forebygge udviklingen af mistrivsel og på længere sigt minimere risikoen for udvikling af psykisk sygdom hos barnet.  Der skal oprettes kommunale Familiecentre med en tværprofessionel og samlet indsats for børnene og deres familier. Familierne skal automatisk visiteres hertil. Her tilknyttes familierne en fast familiekoordinator som skal sikre koordineringen af familiens indsats og som støtter familien i deres kontakt med diverse systemer, bl.a. gennem deltagelse i møder, samtaler mm. Denne samling af professionerne skal være med til at sikre en helhedstænkning og et sprog på tværs af fagligheder, så den indsats familierne tilbydes optimeres. Indsatsen skal tilrettelægges ud fra hver enkelt families behov, hvilket sikrer en tidligere og bedre indsats for familien.  Der skal i Voksenpsykiatrien udnævnes børneansvarlige med sundheds eller socialfaglig baggrund. Disse skal skabe en opmærksomhed blandt personalet om vigtigheden af opsporingen af børn samt undervise og rådgive personalet i at tale med forældrene om de konsekvenser den psykiske sygdom kan have for børnene. Den børneansvarlige skal desuden sikre videregivelse af informationen til kommunerne. Meningen med forslaget er at sikre en tidligere og mere systematisk opsporing af børn af forældre med alvorlig psykisk sygdom, og på den måde sikre en tidligere indsats overfor børnene og deres familier, så den enkelte familie kan modtage den hjælp den har behov for. Samtidig skal det sikre en mere helhedsorienteret og koordineret indsats, så familierne ikke selv skal navigere i et system, der kan forekomme kompliceret.  I dag lever cirka 310.000 danske børn i hjem med minimum en forælder med psykisk sygdom. En undersøgelse viser at 70 af disse børn, ikke modtager støtte eller anden form for hjælp, til at takle den  til tider svære  livssituation de befinder sig i. Børn af forældre med alvorlig psykisk sygdom trives langt dårligere end andre børn og unge. De er i højere grad ensomme, har højt skolefravær, lav livstilfredshed og i værste tilfælde udvikler de selv en psykisk lidelse. Forskning viser, at over halvdelen af alle børn, hvis forældre har alvorlig psykisk sygdom, selv udvikler en psykisk lidelse, inden de fylder 30 år. Mens lige over 30 af disse børn risikerer selv at udvikle en alvorlig psykisk sygdom.  På trods af at psykisk sygdom er den største folkesygdom i Danmark, viser en befolkningsundersøgelse at 88 af danskerne mener, at det er mere acceptabelt at have en fysisk sygdom end en psykisk sygdom. Det bidrager til en stigmatisering og tabuisering, som kan forhindre både forældre og børn i at turde italesætte de udfordringer og bekymringer, som sygdommen kan bringe ind i familien. Internationale studier viser at 2332 af forældre i psykiatrien ikke udtaler sig om at have børn, af frygt for konsekvenserne heraf. Mangel på italesættelse overfor børnene, påvirker deres hverdagsliv, trivsel og udvikling, da de kan bære på store bekymringer og en oplevelse af at være skyld i mors eller fars ændrede sindstilstand ogeller adfærd. Det fremgår af forskning, at den alvorlige psykiske sygdoms belastninger i hverdagen til tider kan overstige de enkelte familiemedlemmers ressourcer, samtidig med at udsving i den psykiske sygdom kan betyde en uforudsigelighed i familiens hverdagsliv, både ift. struktur og ud fra et følelsesmæssigt perspektiv.  Anbefalinger og lovgivning Forskning viser, at sundhedspersonalet ikke kender til Sundheds og Socialstyrelsens anbefalinger om at inddrage børnene i forælderens sygdomsforløb, og udtaler at de ikke oplever sig klædt godt nok på til at anvende dem. 66 af personalet i psykiatrien udtaler, at de aldrig har fået undervisning eller vejledning i, hvordan forældrenes psykiske sygdom kan få konsekvenser for børnene i familien. Ligeledes hersker der en tvivl om hvorvidt sundhedspersonalets tavshedspligt brydes, hvis der foretages en underretning på børnene og de frygter at det får betydning for relationen til forælderen og dennes videre behandling. Denne manglende underretning kan medføre, at børnene og deres familier ikke får den nødvendige hjælp.  Sundhedsaftalen, praksisplanen og den tværsektorielle samarbejdsaftale på børne ungeområdet har til formål at konkretisere rolle og ansvarsfordelingen mellem bl.a. de kommunale Familierådgivninger og den regionale Voksenpsykiatri samt sikre kendskab til, hvilke handlemuligheder den anden sektor har. I aftalen for Region Syddanmark nævnes specifikt Voksenpsykiatrien som en opsporingsenhed af børn af forældre med alvorlig psykisk sygdom. Derfor kan det blive problematisk når lokalpolitikere, sundhedspersonale og kommunalt ansatte ikke kender til disse anbefalinger, og dermed heller ikke hvorvidt de implementeres i praksis.  Vidensdeling og koordinering på tværs af Familierådgivning og Voksenpsykiatri, eller mangel på samme, kan få betydning for kvaliteten af den indsats familierne kan tilbydes, da det ikke kan forventes at familierne selv kan videregive alle væsentlige oplysninger til relevante fagpersoner. Det er det offentliges pligt at koordinere en helhedsorienteret indsats og ikke familiens. Denne koordinering sikres bedst ved at Familierådgivningen og Voksenpsykiatrien har klare rollefordelinger, så de ved hvem der gør hvad og hvornår. Rapporter viser, at en underretning fra Voksenpsykiatrien kan være et barns redning.  Der har været igangsat flere tiltag forskellige steder i landet, med fokus på børn af forældre med psykisk sygdom. Herunder projekter specifikt til børn af forældre med alvorlig psykisk sygdom. Fælles for alle er, at de er støttet eller finansieret af satspuljemidler samt at ingen implementeres efter afslutning til trods for gode resultater, grundet manglende økonomiske midler. For familierne er de igangværende projekter en stor hjælp, men efterlader dem alene når projekterne ophører. Sommetider uden nogen alternativ støtte. Flere nordiske nabolande har allerede indført lovgivning om en obligatorisk støtte til børn som pårørende. Særligt Norge har fastsat lovgivning for sundhedspersonalet, som har pligt til at afdække eventuelle børn i familien og efterfølgende skal der foretages kortlægning af barnets behov for information og opfølgning. Heraf følger deres informationspligt overfor børnene. Denne pligt betyder, at tavshedspligten ikke længere kan bruges som et værn mod at informere børnene og kommunerne.",3,949,180,180,January,132,7198,1,63,114,5933,58.438541685155926,390.9782860628876,False,False,negative,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
 Arne  pension vs arbejdsudbud,2022-01-12,16,"Jeg foreslår at man udbetaler et kontant skattefrit beløb på kr. 5.000,00, eller får et tilsvarende personligt skattefradrag, per måned man ikke benytter sig af en allerede godkendt Arnepension. Med vedtagelsen af den såkaldte Arnepension, står det danske arbejdsmarked til at miste en del af sin arbejdsstyrke årligt med tusindvis af hænder, nogle af disse, faglærte såvel som ufaglærte, kan måske tilskyndes til at udskyde sin tilbagetrækning fra arbejdsmarked med en gulerod. Jeg er sikker på at hele det danske erhvervsliv vil sætte stor pris på at folk lige vil tage en ekstra tørn, og dermed måske ikke vil stå i en situation hvor man må afvise nye ordre til virksomhederne.",7,949,180,180,January,30,680,1,5,24,546,48.32612612612613,14.565780500827191,False,False,negative,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Obligatorisk kursus til læremestre i at videreformidle deres viden og erfaring til erhvervsstuderende i praktik.,2022-01-07,70,"Dette forslag indebærer, at alle læremestre kommer på et kursus i starten af deres tid på arbejdsmarkedet. Man får et bevis, når man har gennemført kurset som certifikat på, at man har taget kurset. Dette vil vi gerne for at gøre læremestre så kompentente som muligt i at lære fra sig, sådan at der er flere læremestre, der er trygge ved og motiverede til at tage imod lærlinger og dermed flere muligheder for lærepladser til praktiksøgende folk i erhvervsuddannelse. Vi har innovation sammen i 3.g på gymnasiet, og vi har udarbejdet denne idé, da vi skulle finde en løsning på et problem. Vi tænkte på, at vi kender flere erhvervsstuderende, der har været lidt udfordrede med at skulle finde læreplads, og derfor ville vi prøve at finde på en idé, der kunne forbedre den proces.   Nu vil vi gerne se, om det kan gennemføres, og om det kan blive nemmere at få en læreplads",3,954,180,180,January,112,872,1,6,96,691,41.48051948051948,52.64318058917755,False,False,positive,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anerkend medfaderskab i regnbuefamilier,2022-01-07,87250,"Et registreret medfaderskab giver både barnet og medfaderen en række rettigheder og pligter.  Medfaderskab betyder blandt andet   at medfar har pligt til at forsørge sit barn  at barnet og medfaderen har ret til at arve efter hinanden  at medfadmedfaderen kan få samvær med sit barn  at medfaderen kan få del i forældremyndigheden  at barnet kan få medfaderensefternavn  at barnet kan få samme statsborgerskab som medfaderen, hvis betingelserne er opfyldt. Forslaget stilles på baggrund af den manglende juridiske anerkendelse og ligestilling mellem to mandlige forældre.  I dag kan forældreskab deles mellem en mand og en kvinde eller to kvinder, men ikke mellem to mænd. Denne skævvridning har konsekvenser for både børn og forældre i f.eks. mødet med sundhedsvæsenet, dagtilbud og ved sygdom og død.  Med forslaget er det hensigten at ligestille familier med to fædre med både heteroseksuelle familier og forældreskab bestående af to kvinder.",7,954,152,152,January,39,945,1,6,35,775,47.861111111111114,10.014071106496246,False,False,neutral,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
